,X,Y,weights,name,X_norm,Y_norm,weights_norm
0,0.848848216802386,-0.22953256483668497,105.42237261471855,A,-0.5203454016977737,-0.31923998778964324,1.0
1,0.6754089506244253,0.367127113570028,28.612182005534237,B,-0.5535382412674792,-0.0808971129367834,-0.18154273632890688
2,-1.2935070495226026,1.05177755073905,51.75475757787213,C,-0.9303497578248012,0.19259472733618935,0.1744509391270823
3,0.22792826794490037,0.17957790176475538,63.210850878787255,D,-0.6391771789661855,-0.15581589819377228,0.3506757827194378
4,-0.018710864620094973,-0.6359510569299545,52.897693024993195,E,-0.6863790228118642,-0.48158873583566886,0.1920322921341305
5,8.492554511276012,-0.18454136666473087,29.318500160540168,F,0.9425085548571402,-0.30126771330309965,-0.17067770554372477
6,7.535237889948831,0.9840184587352323,35.44675474382971,G,0.7592971187771401,0.16552754419967314,-0.07640903322520701
7,5.892200377286956,0.10883178521535708,11.612332118613228,H,0.44485228879939653,-0.18407628416134092,-0.4430451358577994
8,7.518181079892121,-0.23333383999374124,68.23728179569818,I,0.7560327832419426,-0.32075845280718707,0.4279955093394759
9,7.554662171866023,0.916331620771885,40.40747937037482,J,0.7630145415248387,0.13848922380744605,-0.00010004215337045054
10,5.342982335183678,3.0730092348365,11.318078925715852,K,0.3397428360090666,1.0,-0.44757152382731336
11,0.6707892174497064,-0.8141548064370426,54.10501429001154,L,-0.5544223666763468,-0.5527743639319019,0.2106040683500755
12,6.795219013919274,0.45475564599929763,65.24613455272784,M,0.6176721662972379,-0.04589284317600278,0.38198379826061735
13,1.8856519125619386,-0.507222229864742,10.446338857401935,N,-0.3219217142767667,-0.43016645973836354,-0.46098117868579275
14,-1.5653001261636252,0.4513918575296499,18.80894183011182,O,-0.9823655682459854,-0.04723654888173046,-0.3323423519774727
15,-0.7333823809295497,0.10583114769233863,59.07609566262808,P,-0.8231529927937107,-0.1852749248597326,0.2870723734139181
16,-1.6574435806715988,2.0082209338043837,13.071478528928095,Q,-1.0,0.5746575242768548,-0.4205996266268695
17,7.385626997879511,1.4056247312935888,56.85634286119461,R,0.7306645579518309,0.333943233568681,0.2529267375526025
18,6.969381205480296,-0.05598214070346952,27.46013956381813,S,0.6510033594635054,-0.24991318640379928,-0.19926417886350622
19,7.207121750665452,0.9114355789765879,56.01843678640364,T,0.6965021899731328,0.13653344110731958,0.2400375384952477
20,6.9927608176686835,1.6615627145690839,62.19145932001483,U,0.6554777540667137,0.4361807349879463,0.3349948596259005
21,2.6201765256529894,-1.7918717516628755,14.0,V,-0.18134825487735562,-0.9433351407884117,-0.4063165244633493
22,-0.28088299581618853,-0.4432870211263293,43.885856375841755,W,-0.7365535748738559,-0.40462677269981084,0.05340654404863705
23,5.342982335183678,3.0730092348365,11.318078925715852,X,0.3397428360090666,1.0,-0.44757152382731336
24,4.785454677103077,2.384428102227744,19.626972970126133,Y,0.23304308734111148,0.7249379962231368,-0.31975888168649813
