X,Y,Weights
-0.0955604770657711,0.6770322123184528,160.5811004111569
7.7037121756238305,0.07722330635679242,93.99658387746867
2.340619852767652,-2.463042483899017,26.672780982267472
8.456406635514265,0.05889007628396847,84.36429186602356
5.622082664204912,2.4899529667452645,99.53301150381989
0.8175020017802058,-1.4365586520825326,85.2216889051025
6.499923579152587,1.1391660046424597,108.31305515695729
0.8933901807623043,-0.6812839785042427,97.35422669849518
-0.026062543905228913,-0.6665605160510486,113.96885431805876
-3.053169325705678,2.3945622922085876,24.24545163692814
